Date,Description,Amount,Category
2025-10-16,SWIGGYPAY-93407,203,Food
2025-10-16,UPI-ZOMATO-71620,125,Food
2025-10-16,UPI-ZOMATO-54264,59,Food
2025-10-16,Blinkit Grocer-33183,51,Food
2025-10-16,SWIGGYPAY-94682,81,Food
2025-10-16,Blinkit Grocer-56433,53,Food
2025-10-16,AMAZONINDIA-PAY-4482,351,Shopping
2025-10-16,Metro Card-86677,33,Transport
2025-10-16,Ola Cab-20643,66,Transport
2025-10-16,Ola Cab-37433,126,Transport
2025-10-16,Uber Ride-6797,178,Transport
2025-10-17,Cafe Receipt-93606,161,Food
2025-10-17,UPI-ZOMATO-11401,200,Food
2025-10-17,Cafe Receipt-23021,94,Food
2025-10-17,Blinkit Grocer-93583,88,Food
2025-10-17,Blinkit Grocer-82611,206,Food
2025-10-17,Blinkit Grocer-6932,194,Food
2025-10-17,Uber Ride-63562,35,Transport
2025-10-17,Metro Card-40106,155,Transport
2025-10-17,Fuel Station-99300,42,Transport
2025-10-17,Uber Ride-99896,31,Transport
2025-10-17,Ola Cab-22829,168,Transport
2025-10-17,Fuel Station-76294,123,Transport
2025-10-17,Fuel Station-67439,131,Transport
2025-10-17,Flight Fare-9602,1298,Travel
2025-10-17,Flight Fare-91285,834,Travel
2025-10-18,Tuition Payment-42713,237,Education
2025-10-18,Cafe Receipt-14483,217,Food
2025-10-18,UPI-ZOMATO-2284,80,Food
2025-10-18,SWIGGYPAY-68411,60,Food
2025-10-18,AMAZONINDIA-PAY-9196,384,Shopping
2025-10-18,Flipkart Order-83489,509,Shopping
2025-10-18,Fuel Station-87836,103,Transport
2025-10-18,Fuel Station-58476,79,Transport
2025-10-18,Mobile Bill-76774,255,Utilities
2025-10-18,Mobile Bill-3608,129,Utilities
2025-10-19,UPI-ZOMATO-93394,31,Food
2025-10-19,Blinkit Grocer-90247,70,Food
2025-10-19,Cafe Receipt-98098,173,Food
2025-10-19,UPI-ZOMATO-96949,242,Food
2025-10-19,SWIGGYPAY-99647,146,Food
2025-10-19,Cafe Receipt-24936,93,Food
2025-10-19,Uber Ride-45250,112,Transport
2025-10-20,Spotify Subscription-49514,172,Entertainment
2025-10-20,Blinkit Grocer-59885,182,Food
2025-10-20,UPI-ZOMATO-53412,118,Food
2025-10-20,UPI-ZOMATO-50339,115,Food
2025-10-20,UPI-ZOMATO-61194,174,Food
2025-10-20,Blinkit Grocer-29736,158,Food
2025-10-20,Cafe Receipt-85936,141,Food
2025-10-20,Blinkit Grocer-33934,204,Food
2025-10-20,Pharmacy Purchase-43915,472,Health
2025-10-20,AMAZONINDIA-PAY-78738,298,Shopping
2025-10-20,AMAZONINDIA-PAY-14106,116,Shopping
2025-10-20,Uber Ride-35039,143,Transport
2025-10-20,Fuel Station-72977,145,Transport
2025-10-21,Spotify Subscription-4176,103,Entertainment
2025-10-21,Blinkit Grocer-63035,98,Food
2025-10-21,SWIGGYPAY-69930,69,Food
2025-10-21,SWIGGYPAY-39666,38,Food
2025-10-21,Cafe Receipt-41607,148,Food
2025-10-21,UPI-ZOMATO-31713,121,Food
2025-10-21,Myntra Store-5104,166,Shopping
2025-10-21,AMAZONINDIA-PAY-52220,329,Shopping
2025-10-21,AMAZONINDIA-PAY-7758,386,Shopping
2025-10-21,Metro Card-18392,86,Transport
2025-10-21,Metro Card-37698,125,Transport
2025-10-21,Fuel Station-88809,102,Transport
2025-10-21,Uber Ride-11294,156,Transport
2025-10-21,Metro Card-80030,141,Transport
2025-10-21,Water Utility-9193,174,Utilities
2025-10-22,Movie Tickets-42444,206,Entertainment
2025-10-22,UPI-ZOMATO-41049,173,Food
2025-10-22,SWIGGYPAY-52994,80,Food
2025-10-22,UPI-ZOMATO-18104,164,Food
2025-10-22,Blinkit Grocer-6896,134,Food
2025-10-22,AMAZONINDIA-PAY-46653,364,Shopping
2025-10-22,Uber Ride-63876,127,Transport
2025-10-22,Metro Card-16019,156,Transport
2025-10-22,Metro Card-50804,86,Transport
2025-10-23,Blinkit Grocer-37961,175,Food
2025-10-23,UPI-ZOMATO-19221,57,Food
2025-10-23,Flipkart Order-56647,560,Shopping
2025-10-23,Ola Cab-51897,167,Transport
2025-10-23,Fuel Station-42951,179,Transport
2025-10-23,Uber Ride-25896,56,Transport
2025-10-23,Metro Card-61888,173,Transport
2025-10-24,Cafe Receipt-56790,125,Food
2025-10-24,Cafe Receipt-14185,94,Food
2025-10-24,SWIGGYPAY-24078,185,Food
2025-10-24,UPI-ZOMATO-65240,76,Food
2025-10-24,Blinkit Grocer-1902,214,Food
2025-10-25,Spotify Subscription-98121,71,Entertainment
2025-10-25,Cafe Receipt-60773,236,Food
2025-10-25,Cafe Receipt-54075,77,Food
2025-10-25,UPI-ZOMATO-81084,262,Food
2025-10-25,Cafe Receipt-23923,112,Food
2025-10-25,Blinkit Grocer-46209,66,Food
2025-10-25,UPI-ZOMATO-87801,172,Food
2025-10-25,Pharmacy Purchase-21043,599,Health
2025-10-26,SWIGGYPAY-44462,78,Food
2025-10-26,SWIGGYPAY-31967,172,Food
2025-10-26,Cafe Receipt-34260,125,Food
2025-10-26,SWIGGYPAY-48491,83,Food
2025-10-26,AMAZONINDIA-PAY-49048,351,Shopping
2025-10-26,Fuel Station-16098,111,Transport
2025-10-26,Metro Card-69994,104,Transport
2025-10-26,Metro Card-59423,74,Transport
2025-10-26,Fuel Station-19288,91,Transport
2025-10-26,Metro Card-96547,46,Transport
2025-10-26,Uber Ride-69436,151,Transport
2025-10-26,Ola Cab-74948,41,Transport
2025-10-27,Movie Tickets-4269,139,Entertainment
2025-10-27,UPI-ZOMATO-77820,218,Food
2025-10-27,UPI-ZOMATO-21396,31,Food
2025-10-27,Blinkit Grocer-47976,105,Food
2025-10-27,UPI-ZOMATO-51713,56,Food
2025-10-27,Ola Cab-97715,118,Transport
2025-10-28,SWIGGYPAY-5987,50,Food
2025-10-28,Clinic Visit-64397,182,Health
2025-10-28,Ola Cab-54084,103,Transport
2025-10-28,Fuel Station-24870,31,Transport
2025-10-28,Fuel Station-88322,113,Transport
2025-10-28,Flight Fare-23525,847,Travel
2025-10-29,Cafe Receipt-5954,49,Food
2025-10-29,SWIGGYPAY-3988,118,Food
2025-10-29,UPI-ZOMATO-97352,190,Food
2025-10-29,Myntra Store-48479,233,Shopping
2025-10-29,Uber Ride-51948,42,Transport
2025-10-30,Blinkit Grocer-87992,78,Food
2025-10-30,Blinkit Grocer-33041,103,Food
2025-10-30,SWIGGYPAY-31821,86,Food
2025-10-30,Blinkit Grocer-77800,202,Food
2025-10-30,Cafe Receipt-12752,184,Food
2025-10-30,Blinkit Grocer-57364,136,Food
2025-10-30,Flipkart Order-10599,326,Shopping
2025-10-30,Fuel Station-52117,122,Transport
2025-10-30,Metro Card-3290,71,Transport
2025-10-30,Uber Ride-70466,55,Transport
2025-10-30,Uber Ride-9396,91,Transport
2025-10-30,Broadband Bill-20530,375,Utilities
2025-10-30,Water Utility-93701,430,Utilities
2025-10-30,Electricity Bill-80270,290,Utilities
2025-10-31,SWIGGYPAY-67516,172,Food
2025-10-31,UPI-ZOMATO-7828,121,Food
2025-10-31,Cafe Receipt-41841,154,Food
2025-10-31,Pharmacy Purchase-36643,304,Health
2025-10-31,AMAZONINDIA-PAY-51957,441,Shopping
2025-10-31,Uber Ride-88956,176,Transport
2025-10-31,Broadband Bill-58074,82,Utilities
2025-11-01,Netflix Renewal-35273,295,Entertainment
2025-11-01,UPI-ZOMATO-18123,85,Food
2025-11-01,Cafe Receipt-32688,95,Food
2025-11-01,UPI-ZOMATO-77077,138,Food
2025-11-01,Blinkit Grocer-76869,41,Food
2025-11-01,Blinkit Grocer-9042,200,Food
2025-11-01,UPI-ZOMATO-21045,110,Food
2025-11-01,Salary Credit,72881,Income
2025-11-01,Myntra Store-68465,622,Shopping
2025-11-01,Myntra Store-76469,560,Shopping
2025-11-01,Myntra Store-44603,499,Shopping
2025-11-01,Ola Cab-7526,34,Transport
2025-11-01,Uber Ride-92253,170,Transport
2025-11-01,Ola Cab-94087,64,Transport
2025-11-02,Spotify Subscription-11109,95,Entertainment
2025-11-02,Blinkit Grocer-93726,176,Food
2025-11-02,UPI-ZOMATO-13490,83,Food
2025-11-02,SWIGGYPAY-31253,51,Food
2025-11-02,UPI-ZOMATO-46023,123,Food
2025-11-02,Blinkit Grocer-94578,50,Food
2025-11-02,SWIGGYPAY-9251,143,Food
2025-11-02,Mobile Bill-64791,117,Utilities
2025-11-02,Broadband Bill-15526,236,Utilities
2025-11-03,UPI-ZOMATO-34730,166,Food
2025-11-03,SWIGGYPAY-94426,207,Food
2025-11-03,SWIGGYPAY-58959,213,Food
2025-11-03,UPI-ZOMATO-4264,186,Food
2025-11-03,Cafe Receipt-87023,198,Food
2025-11-03,NEFT-HDFC-RENT,18000,Rent
2025-11-03,Ola Cab-46653,36,Transport
2025-11-03,Water Utility-40850,155,Utilities
2025-11-04,Cafe Receipt-86186,49,Food
2025-11-04,Cafe Receipt-4055,90,Food
2025-11-04,UPI-ZOMATO-26477,71,Food
2025-11-04,Blinkit Grocer-47446,208,Food
2025-11-04,Cafe Receipt-41486,50,Food
2025-11-04,UPI-ZOMATO-75238,163,Food
2025-11-04,Cafe Receipt-11217,193,Food
2025-11-04,UPI-ZOMATO-9653,202,Food
2025-11-04,Flipkart Order-90721,460,Shopping
2025-11-04,Metro Card-83223,41,Transport
2025-11-04,Fuel Station-90089,177,Transport
2025-11-04,Ola Cab-69453,37,Transport
2025-11-05,Cafe Receipt-90731,50,Food
2025-11-05,SWIGGYPAY-47866,175,Food
2025-11-05,Cafe Receipt-52640,101,Food
2025-11-05,SWIGGYPAY-86173,28,Food
2025-11-05,UPI-ZOMATO-63467,85,Food
2025-11-05,Cafe Receipt-90013,72,Food
2025-11-05,Cafe Receipt-53752,141,Food
2025-11-05,Clinic Visit-90486,601,Health
2025-11-05,Clinic Visit-72754,261,Health
2025-11-05,Pharmacy Purchase-28327,270,Health
2025-11-05,Uber Ride-5350,45,Transport
2025-11-05,Rail Ticket-96692,448,Travel
2025-11-05,Water Utility-23432,410,Utilities
2025-11-06,UPI-ZOMATO-17129,27,Food
2025-11-06,Cafe Receipt-97995,100,Food
2025-11-06,SWIGGYPAY-7264,199,Food
2025-11-06,Blinkit Grocer-39094,46,Food
2025-11-06,SWIGGYPAY-21954,104,Food
2025-11-06,Blinkit Grocer-11207,58,Food
2025-11-06,SWIGGYPAY-57848,204,Food
2025-11-06,Flipkart Order-48885,112,Shopping
2025-11-06,AMAZONINDIA-PAY-50366,118,Shopping
2025-11-06,Uber Ride-73483,40,Transport
2025-11-06,Uber Ride-46819,134,Transport
2025-11-06,Fuel Station-21970,53,Transport
2025-11-06,Electricity Bill-39091,195,Utilities
2025-11-07,Cafe Receipt-38549,56,Food
2025-11-07,Blinkit Grocer-48241,218,Food
2025-11-07,Blinkit Grocer-41326,48,Food
2025-11-07,Metro Card-41100,180,Transport
2025-11-07,Fuel Station-24030,50,Transport
2025-11-07,Flight Fare-94114,957,Travel
2025-11-07,Broadband Bill,899,Utilities
2025-11-08,Movie Tickets-98990,275,Entertainment
2025-11-08,Spotify Subscription-98207,187,Entertainment
2025-11-08,SWIGGYPAY-75519,142,Food
2025-11-08,Blinkit Grocer-29012,96,Food
2025-11-08,SWIGGYPAY-28862,265,Food
2025-11-08,Cafe Receipt-2821,45,Food
2025-11-08,Cafe Receipt-48438,127,Food
2025-11-08,Clinic Visit-36849,498,Health
2025-11-08,Fitness Renewal-88179,146,Health
2025-11-08,AMAZONINDIA-PAY-51756,94,Shopping
2025-11-09,Movie Tickets-22502,100,Entertainment
2025-11-09,Cafe Receipt-90757,191,Food
2025-11-09,UPI-ZOMATO-3241,56,Food
2025-11-09,UPI-ZOMATO-91636,226,Food
2025-11-09,Blinkit Grocer-73449,71,Food
2025-11-09,UPI-ZOMATO-92001,67,Food
2025-11-09,Pharmacy Purchase-70167,288,Health
2025-11-09,Uber Ride-14499,79,Transport
2025-11-09,Uber Ride-64660,126,Transport
2025-11-10,Movie Tickets-40341,195,Entertainment
2025-11-10,SWIGGYPAY-23857,59,Food
2025-11-10,UPI-ZOMATO-39429,176,Food
2025-11-10,SWIGGYPAY-20316,46,Food
2025-11-10,UPI-ZOMATO-1966,99,Food
2025-11-10,SWIGGYPAY-76667,28,Food
2025-11-10,Metro Card-61167,79,Transport
2025-11-10,Uber Ride-27982,28,Transport
2025-11-10,Uber Ride-36997,170,Transport
2025-11-10,Electricity Bill-55554,179,Utilities
2025-11-10,Water Utility-48207,59,Utilities
2025-11-11,Cafe Receipt-29182,27,Food
2025-11-11,UPI-ZOMATO-86038,163,Food
2025-11-11,Blinkit Grocer-14083,173,Food
2025-11-11,UPI-ZOMATO-47901,162,Food
2025-11-11,Blinkit Grocer-36570,83,Food
2025-11-11,UPI-ZOMATO-29381,91,Food
2025-11-11,Flipkart Order-45358,352,Shopping
2025-11-11,Metro Card-62889,101,Transport
2025-11-12,Netflix Renewal,649,Entertainment
2025-11-12,Cafe Receipt-76758,94,Food
2025-11-12,SWIGGYPAY-39972,148,Food
2025-11-12,Cafe Receipt-34998,218,Food
2025-11-12,Cafe Receipt-28890,57,Food
2025-11-12,UPI-ZOMATO-77324,38,Food
2025-11-12,SWIGGYPAY-61547,213,Food
2025-11-12,Blinkit Grocer-49283,119,Food
2025-11-12,AMAZONINDIA-PAY-37759,255,Shopping
2025-11-12,Metro Card-91620,85,Transport
2025-11-12,Ola Cab-86554,77,Transport
2025-11-12,Metro Card-8148,140,Transport
2025-11-12,Metro Card-42177,64,Transport
2025-11-13,UPI-ZOMATO-80498,31,Food
2025-11-13,Blinkit Grocer-33783,219,Food
2025-11-13,Cafe Receipt-55099,99,Food
2025-11-13,SWIGGYPAY-79013,113,Food
2025-11-13,SWIGGYPAY-18526,81,Food
2025-11-13,SWIGGYPAY-14805,186,Food
2025-11-13,Cafe Receipt-40933,155,Food
2025-11-13,Blinkit Grocer-37191,26,Food
2025-11-13,Cafe Receipt-77082,219,Food
2025-11-13,SWIGGYPAY-16668,172,Food
2025-11-13,SWIGGYPAY-54023,160,Food
2025-11-13,Cafe Receipt-88826,61,Food
2025-11-13,UPI-ZOMATO-84686,187,Food
2025-11-13,Fitness Renewal-91700,68,Health
2025-11-13,Flipkart Order-27134,642,Shopping
2025-11-13,Ola Cab-69086,84,Transport
2025-11-13,Ola Cab-88661,98,Transport
2025-11-13,Metro Card-63834,146,Transport
2025-11-14,Tuition Payment-29024,510,Education
2025-11-14,SWIGGYPAY-18744,29,Food
2025-11-14,UPI-ZOMATO-94715,63,Food
2025-11-14,SWIGGYPAY-5569,178,Food
2025-11-14,Cafe Receipt-20396,217,Food
2025-11-14,UPI-ZOMATO-16517,201,Food
2025-11-14,Uber Ride-65471,84,Transport
2025-11-14,Uber Ride-9304,30,Transport
2025-11-14,Ola Cab-54032,79,Transport
2025-11-15,SWIGGYPAY-14507,183,Food
2025-11-15,SWIGGYPAY-54420,178,Food
2025-11-15,UPI-ZOMATO-25985,153,Food
2025-11-15,Blinkit Grocer-54616,233,Food
2025-11-15,Cafe Receipt-85002,187,Food
2025-11-15,Blinkit Grocer-31905,271,Food
2025-11-15,UPI-ZOMATO-97423,62,Food
2025-11-15,Flipkart Order-65088,339,Shopping
2025-11-15,Ola Cab-49889,136,Transport
2025-11-15,Metro Card-78607,85,Transport
2025-11-15,Fuel Station-81168,173,Transport
2025-11-15,Uber Ride-37668,105,Transport
2025-11-15,Fuel Station-25626,33,Transport
2025-11-16,Movie Tickets-58773,135,Entertainment
2025-11-16,SWIGGYPAY-18623,62,Food
2025-11-16,SWIGGYPAY-17580,208,Food
2025-11-16,UPI-ZOMATO-63328,213,Food
2025-11-16,Cafe Receipt-90463,238,Food
2025-11-16,Cafe Receipt-99710,273,Food
2025-11-16,UPI-ZOMATO-19441,130,Food
2025-11-16,Fuel Station-82819,78,Transport
2025-11-16,Ola Cab-35534,25,Transport
2025-11-16,Rail Ticket-63504,1434,Travel
2025-11-16,Water Utility-78643,170,Utilities
2025-11-17,SWIGGYPAY-33759,74,Food
2025-11-17,Cafe Receipt-7216,164,Food
2025-11-17,Cafe Receipt-47660,41,Food
2025-11-17,SWIGGYPAY-95009,86,Food
2025-11-17,Cafe Receipt-32827,67,Food
2025-11-17,Metro Card-11727,97,Transport
2025-11-17,Ola Cab-18292,57,Transport
2025-11-17,Electricity Bill-17758,406,Utilities
2025-11-18,UPI-ZOMATO-82854,123,Food
2025-11-18,UPI-ZOMATO-27640,147,Food
2025-11-18,UPI-ZOMATO-59736,85,Food
2025-11-18,SWIGGYPAY-76904,101,Food
2025-11-18,UPI-ZOMATO-58344,41,Food
2025-11-18,UPI-ZOMATO-65050,193,Food
2025-11-18,UPI-ZOMATO-3420,50,Food
2025-11-18,Blinkit Grocer-54455,148,Food
2025-11-18,SWIGGYPAY-92255,168,Food
2025-11-18,SWIGGYPAY-51696,73,Food
2025-11-18,Flipkart Order-10477,247,Shopping
2025-11-18,Flipkart Order-79623,372,Shopping
2025-11-18,Ola Cab-34254,116,Transport
2025-11-18,Uber Ride-28031,44,Transport
2025-11-18,Ola Cab-64681,103,Transport
2025-11-19,Netflix Renewal-18263,291,Entertainment
2025-11-19,Cafe Receipt-41591,209,Food
2025-11-19,UPI-ZOMATO-35996,154,Food
2025-11-19,Cafe Receipt-48081,199,Food
2025-11-19,Cafe Receipt-25820,118,Food
2025-11-19,Uber Ride-54753,134,Transport
2025-11-19,Water Utility-61860,136,Utilities
2025-11-19,Water Utility-65127,322,Utilities
2025-11-20,Movie Tickets-36556,217,Entertainment
2025-11-20,UPI-ZOMATO-96242,148,Food
2025-11-20,UPI-ZOMATO-6332,207,Food
2025-11-20,SWIGGYPAY-21392,187,Food
2025-11-20,UPI-ZOMATO-7513,49,Food
2025-11-20,UPI-ZOMATO-54367,144,Food
2025-11-20,Blinkit Grocer-60843,125,Food
2025-11-20,Blinkit Grocer-91629,156,Food
2025-11-20,AMAZONINDIA-PAY-10360,240,Shopping
2025-11-20,Flipkart Order-77982,564,Shopping
2025-11-20,Ola Cab-7543,50,Transport
2025-11-20,Rail Ticket-68627,1885,Travel
2025-11-21,Netflix Renewal-5618,191,Entertainment
2025-11-21,Spotify Subscription-64255,167,Entertainment
2025-11-21,UPI-ZOMATO-52942,75,Food
2025-11-21,SWIGGYPAY-13886,166,Food
2025-11-21,Blinkit Grocer-16844,213,Food
2025-11-21,Blinkit Grocer-54069,101,Food
2025-11-21,UPI-ZOMATO-96519,56,Food
2025-11-21,Ola Cab-64806,49,Transport
2025-11-21,Metro Card-6906,174,Transport
2025-11-21,Fuel Station-84218,143,Transport
2025-11-22,Exam Books-27491,481,Education
2025-11-22,SWIGGYPAY-24159,167,Food
2025-11-22,Blinkit Grocer-78615,93,Food
2025-11-22,SWIGGYPAY-20403,55,Food
2025-11-22,Cafe Receipt-52935,150,Food
2025-11-22,Blinkit Grocer-19943,45,Food
2025-11-22,Cafe Receipt-15265,191,Food
2025-11-22,Pharmacy Purchase-85004,119,Health
2025-11-22,AMAZONINDIA-PAY-15161,789,Shopping
2025-11-22,Fuel Station-58029,120,Transport
2025-11-22,Ola Cab-63157,72,Transport
2025-11-22,Fuel Station-6468,67,Transport
2025-11-22,Metro Card-1116,128,Transport
2025-11-22,Rail Ticket-56990,1311,Travel
2025-11-23,Blinkit Grocer-46194,123,Food
2025-11-23,SWIGGYPAY-78942,177,Food
2025-11-23,SWIGGYPAY-42698,90,Food
2025-11-23,UPI-ZOMATO-44605,182,Food
2025-11-23,UPI-ZOMATO-4838,108,Food
2025-11-23,SWIGGYPAY-37651,165,Food
2025-11-23,SWIGGYPAY-95597,267,Food
2025-11-23,Cafe Receipt-70949,210,Food
2025-11-23,Uber Ride-19177,27,Transport
2025-11-24,Blinkit Grocer-86314,108,Food
2025-11-24,Blinkit Grocer-33756,107,Food
2025-11-24,SWIGGYPAY-34983,133,Food
2025-11-24,Pharmacy Purchase-63586,490,Health
2025-11-24,Fitness Renewal-69339,95,Health
2025-11-24,Uber Ride-28840,65,Transport
2025-11-24,Uber Ride-26051,166,Transport
2025-11-24,Ola Cab-5081,119,Transport
2025-11-25,UPI-ZOMATO-89346,64,Food
2025-11-25,UPI-ZOMATO-7984,95,Food
2025-11-25,UPI-ZOMATO-31149,107,Food
2025-11-25,SWIGGYPAY-99138,201,Food
2025-11-25,Cafe Receipt-12461,165,Food
2025-11-25,Ola Cab-19865,147,Transport
2025-11-26,Blinkit Grocer-90150,195,Food
2025-11-26,SWIGGYPAY-92892,155,Food
2025-11-26,Cafe Receipt-28871,193,Food
2025-11-26,Fitness Renewal-11531,102,Health
2025-11-26,AMAZONINDIA-PAY-36074,438,Shopping
2025-11-26,Fuel Station-47312,126,Transport
2025-11-26,Metro Card-62230,131,Transport
2025-11-26,Fuel Station-42892,121,Transport
2025-11-26,Uber Ride-57466,91,Transport
2025-11-26,Electricity Bill-51762,130,Utilities
2025-11-27,Cafe Receipt-4881,133,Food
2025-11-27,UPI-ZOMATO-30047,101,Food
2025-11-27,SWIGGYPAY-76795,182,Food
2025-11-27,SWIGGYPAY-13125,47,Food
2025-11-27,Clinic Visit-73155,375,Health
2025-11-27,Fuel Station-75818,167,Transport
2025-11-28,Online Course-66117,168,Education
2025-11-28,Spotify Subscription-23337,145,Entertainment
2025-11-28,SWIGGYPAY-1808,86,Food
2025-11-28,SWIGGYPAY-68749,139,Food
2025-11-28,Blinkit Grocer-65287,78,Food
2025-11-28,SWIGGYPAY-14872,50,Food
2025-11-28,SWIGGYPAY-14663,112,Food
2025-11-28,Cafe Receipt-89822,173,Food
2025-11-28,AMAZONINDIA-PAY-81931,480,Shopping
2025-11-28,Ola Cab-66267,97,Transport
2025-11-28,Metro Card-49660,98,Transport
2025-11-28,Uber Ride-70108,76,Transport
2025-11-29,UPI-ZOMATO-69459,227,Food
2025-11-29,SWIGGYPAY-75407,211,Food
2025-11-29,UPI-ZOMATO-65610,130,Food
2025-11-29,UPI-ZOMATO-90766,51,Food
2025-11-29,Blinkit Grocer-21320,213,Food
2025-11-29,Blinkit Grocer-7616,87,Food
2025-11-29,UPI-ZOMATO-24611,76,Food
2025-11-29,UPI-ZOMATO-46151,170,Food
2025-11-29,SWIGGYPAY-16879,113,Food
2025-11-29,Myntra Store-57620,828,Shopping
2025-11-29,Flipkart Order-47518,480,Shopping
2025-11-29,Ola Cab-46015,70,Transport
2025-11-30,UPI-ZOMATO-99457,262,Food
2025-11-30,SWIGGYPAY-61136,126,Food
2025-11-30,UPI-ZOMATO-96959,237,Food
2025-11-30,SWIGGYPAY-32501,165,Food
2025-11-30,Cafe Receipt-73176,70,Food
2025-11-30,Flipkart Order-33389,710,Shopping
2025-11-30,Fuel Station-63699,38,Transport
2025-11-30,Metro Card-36678,71,Transport
2025-12-01,Blinkit Grocer-67199,188,Food
2025-12-01,Blinkit Grocer-44730,42,Food
2025-12-01,UPI-ZOMATO-24645,58,Food
2025-12-01,Blinkit Grocer-71760,149,Food
2025-12-01,SWIGGYPAY-4474,41,Food
2025-12-01,UPI-ZOMATO-94373,206,Food
2025-12-01,UPI-ZOMATO-45865,56,Food
2025-12-01,Salary Credit,72642,Income
2025-12-01,Myntra Store-32342,306,Shopping
2025-12-01,Uber Ride-83399,42,Transport
2025-12-01,Metro Card-80825,45,Transport
2025-12-02,SWIGGYPAY-83992,159,Food
2025-12-02,Blinkit Grocer-18020,126,Food
2025-12-02,Blinkit Grocer-25857,149,Food
2025-12-02,Clinic Visit-86938,441,Health
2025-12-02,Myntra Store-87890,461,Shopping
2025-12-02,Ola Cab-12851,28,Transport
2025-12-02,Metro Card-51812,103,Transport
2025-12-02,Uber Ride-99545,55,Transport
2025-12-02,Mobile Bill-59959,93,Utilities
2025-12-03,Movie Tickets-40265,216,Entertainment
2025-12-03,UPI-ZOMATO-75789,99,Food
2025-12-03,SWIGGYPAY-27217,31,Food
2025-12-03,Cafe Receipt-36094,171,Food
2025-12-03,Pharmacy Purchase-13371,669,Health
2025-12-03,NEFT-HDFC-RENT,18000,Rent
2025-12-03,Myntra Store-93009,197,Shopping
2025-12-04,UPI-ZOMATO-75115,30,Food
2025-12-04,Cafe Receipt-86314,119,Food
2025-12-04,Cafe Receipt-74997,84,Food
2025-12-04,Blinkit Grocer-38953,178,Food
2025-12-04,Cafe Receipt-5682,165,Food
2025-12-04,Blinkit Grocer-5039,103,Food
2025-12-04,AMAZONINDIA-PAY-38613,447,Shopping
2025-12-04,Fuel Station-99126,130,Transport
2025-12-04,Uber Ride-56639,78,Transport
2025-12-05,Exam Books-88541,696,Education
2025-12-05,Spotify Subscription-4939,107,Entertainment
2025-12-05,SWIGGYPAY-3765,43,Food
2025-12-05,UPI-ZOMATO-36906,172,Food
2025-12-05,Cafe Receipt-60045,86,Food
2025-12-05,Cafe Receipt-6691,205,Food
2025-12-05,Blinkit Grocer-22815,188,Food
2025-12-05,Blinkit Grocer-49526,149,Food
2025-12-05,UPI-ZOMATO-86488,33,Food
2025-12-05,Blinkit Grocer-35618,109,Food
2025-12-05,Myntra Store-36419,179,Shopping
2025-12-05,Fuel Station-94841,79,Transport
2025-12-05,Fuel Station-10790,178,Transport
2025-12-05,Metro Card-91756,92,Transport
2025-12-05,Metro Card-61152,141,Transport
2025-12-05,Ola Cab-57518,39,Transport
2025-12-05,Ola Cab-65240,154,Transport
2025-12-06,Exam Books-28390,508,Education
2025-12-06,Cafe Receipt-30032,67,Food
2025-12-06,UPI-ZOMATO-63405,118,Food
2025-12-06,Blinkit Grocer-73783,155,Food
2025-12-06,SWIGGYPAY-48194,207,Food
2025-12-06,Cafe Receipt-44496,120,Food
2025-12-06,Uber Ride-42344,57,Transport
2025-12-06,Fuel Station-66471,118,Transport
2025-12-07,SWIGGYPAY-80896,203,Food
2025-12-07,Cafe Receipt-30575,262,Food
2025-12-07,UPI-ZOMATO-89638,122,Food
2025-12-07,UPI-ZOMATO-59293,120,Food
2025-12-07,SWIGGYPAY-53974,83,Food
2025-12-07,UPI-ZOMATO-67548,57,Food
2025-12-07,Blinkit Grocer-72286,258,Food
2025-12-07,Hotel Booking-80133,1011,Travel
2025-12-07,Broadband Bill,899,Utilities
2025-12-08,Movie Tickets-32310,126,Entertainment
2025-12-08,Blinkit Grocer-61344,74,Food
2025-12-08,Cafe Receipt-34203,76,Food
2025-12-08,Cafe Receipt-45476,162,Food
2025-12-08,SWIGGYPAY-47364,107,Food
2025-12-08,SWIGGYPAY-67702,90,Food
2025-12-08,Blinkit Grocer-20259,115,Food
2025-12-08,SWIGGYPAY-60128,82,Food
2025-12-08,SWIGGYPAY-62004,92,Food
2025-12-08,Cafe Receipt-4026,99,Food
2025-12-08,Metro Card-55715,79,Transport
2025-12-08,Fuel Station-14065,88,Transport
2025-12-08,Uber Ride-20890,90,Transport
2025-12-09,Exam Books-97604,686,Education
2025-12-09,Tuition Payment-88171,280,Education
2025-12-09,Blinkit Grocer-31430,81,Food
2025-12-09,Cafe Receipt-68285,194,Food
2025-12-09,Myntra Store-84275,179,Shopping
2025-12-09,Uber Ride-38447,122,Transport
2025-12-10,Movie Tickets-25388,175,Entertainment
2025-12-10,Cafe Receipt-26579,93,Food
2025-12-10,Blinkit Grocer-52326,144,Food
2025-12-10,SWIGGYPAY-84802,93,Food
2025-12-10,UPI-ZOMATO-64710,72,Food
2025-12-10,Ola Cab-55691,63,Transport
2025-12-10,Broadband Bill-91715,349,Utilities
2025-12-10,Broadband Bill-25228,176,Utilities
2025-12-11,Cafe Receipt-37671,151,Food
2025-12-11,Blinkit Grocer-68879,188,Food
2025-12-11,UPI-ZOMATO-5484,220,Food
2025-12-11,Blinkit Grocer-55197,101,Food
2025-12-11,UPI-ZOMATO-79772,206,Food
